ID;Nome do Produto;Categoria;Marca;Preço (R$);Custo Produção (R$);Margem Lucro (%);Consumo kWh;Eficiência;Peso (kg);Região Venda;Canal Venda;Promoção;Avaliação Cliente;Garantia (meses);Data da Venda;Tipo de Cliente;Forma de Pagamento;Fornecedor
286;Máquina de Lavar modelo 178;Máquina de Lavar;Brastemp;1862,54;1258,47;48;426.32;A;60.09;Sul;E-commerce;Não;4;12;07/09/2023;Revendedor;Cartão;Distribuidora Alfa
287;Micro-ondas modelo 200;Micro-ondas;LG;1328,73;977,01;36;391.8;D;46.11;Sudeste;Loja Física;Não;1;36;07/06/2022;Consumidor Final;Dinheiro;Fornecedora Gamma
288;Secadora modelo 545;Secadora;LG;468,44;334,60;40;278.82;D;31.34;Nordeste;E-commerce;Sim;5;12;26/08/2023;Revendedor;Dinheiro;Distribuidora Alfa
289;Micro-ondas modelo 105;Micro-ondas;Electrolux;994,09;795,27;25;135.8;B;40.13;Sul;E-commerce;Sim;5;36;04/05/2023;Revendedor;Cartão;Distribuidora Alfa
290;Geladeira modelo 760;Geladeira;LG;643,94;480,55;34;258.25;D;90.6;Sul;E-commerce;Não;2;24;24/04/2022;Consumidor Final;Dinheiro;Fornecedor Delta
291;Geladeira modelo 871;Geladeira;Electrolux;336,04;289,69;16;491.52;D;19.19;Norte;E-commerce;Não;3;36;11/08/2023;Consumidor Final;Cartão;Distribuidora Epsilon
292;Secadora modelo 642;Secadora;Whirlpool;1982,17;1585,74;25;187.01;C;38.87;Norte;E-commerce;Sim;5;36;03/04/2022;Revendedor;Boleto;Distribuidora Epsilon
293;Geladeira modelo 606;Geladeira;Electrolux;1590,54;1120,10;42;176.1;B;47.31;Centro-Oeste;E-commerce;Não;1;24;25/03/2023;Revendedor;Dinheiro;Distribuidora Beta
294;Micro-ondas modelo 543;Micro-ondas;Philco;369,98;327,42;13;436.96;B;61.84;Centro-Oeste;Loja Física;Não;3;18;18/12/2023;Consumidor Final;Cartão;Distribuidora Beta
295;Micro-ondas modelo 549;Micro-ondas;Samsung;929,65;709,66;31;326.87;B;33.81;Nordeste;E-commerce;Não;4;36;02/07/2023;Consumidor Final;Cartão;Fornecedor Delta
296;Geladeira modelo 299;Geladeira;Electrolux;1938,43;1336,85;45;215.5;A;23.51;Sudeste;E-commerce;Não;5;36;07/12/2023;Revendedor;Dinheiro;Distribuidora Beta
297;Ar Condicionado modelo 189;Ar Condicionado;Whirlpool;845,24;692,82;22;443.54;B;73.88;Sul;Loja Física;Não;5;18;05/08/2022;Revendedor;Boleto;Distribuidora Beta
298;Secadora modelo 197;Secadora;Whirlpool;716,89;543,10;32;114.97;B;32.64;Sul;Loja Física;Sim;4;18;20/09/2022;Revendedor;Cartão;Distribuidora Beta
299;Secadora modelo 626;Secadora;LG;2380,06;1763,01;35;400.93;D;48.91;Norte;E-commerce;Não;5;18;14/07/2022;Consumidor Final;PIX;Fornecedora Gamma
300;Máquina de Lavar modelo 665;Máquina de Lavar;Electrolux;2498,7;1922,08;30;153.48;D;65.77;Norte;E-commerce;Não;3;24;25/10/2022;Revendedor;Cartão;Fornecedor Delta
301;Ar Condicionado modelo 104;Ar Condicionado;LG;2361,85;1651,64;43;492.06;C;48.53;Norte;Loja Física;Sim;1;36;01/06/2023;Revendedor;Cartão;Distribuidora Alfa
302;Secadora modelo 933;Secadora;Whirlpool;2364,88;1630,95;45;334.23;D;8.14;Nordeste;Loja Física;Sim;2;12;16/12/2022;Revendedor;Cartão;Fornecedora Gamma
303;Micro-ondas modelo 622;Micro-ondas;Consul;1867,44;1667,36;12;322.56;A;7.27;Sudeste;Loja Física;Não;5;12;03/06/2022;Revendedor;Boleto;Distribuidora Epsilon
304;Máquina de Lavar modelo 751;Máquina de Lavar;Whirlpool;2374,24;1899,39;25;474.83;A;5.97;Sudeste;E-commerce;Sim;3;12;22/02/2022;Consumidor Final;PIX;Fornecedor Delta
305;Fogão modelo 460;Fogão;Electrolux;515,35;384,59;34;335.34;A;93.64;Nordeste;Loja Física;Sim;1;36;01/01/2023;Revendedor;PIX;Fornecedor Delta
306;Fogão modelo 201;Fogão;Electrolux;376,59;274,88;37;275.21;C;17.54;Norte;E-commerce;Não;5;36;15/04/2023;Revendedor;PIX;Distribuidora Beta
307;Fogão modelo 138;Fogão;Whirlpool;1355,41;1011,50;34;351.63;B;32.73;Sul;Loja Física;Sim;4;24;27/01/2023;Consumidor Final;Dinheiro;Distribuidora Epsilon
308;Geladeira modelo 508;Geladeira;Samsung;797,38;582,03;37;301.02;A;70.37;Sul;Loja Física;Sim;4;12;27/11/2022;Revendedor;Boleto;Fornecedora Gamma
309;Geladeira modelo 944;Geladeira;Brastemp;1119,78;973,72;15;420.52;D;69.89;Centro-Oeste;Loja Física;Não;4;36;18/04/2023;Consumidor Final;Cartão;Fornecedor Delta
310;Máquina de Lavar modelo 453;Máquina de Lavar;Samsung;1821,34;1530,54;19;263.23;B;22.9;Centro-Oeste;E-commerce;Sim;4;36;12/04/2022;Consumidor Final;Dinheiro;Distribuidora Beta
311;Ar Condicionado modelo 466;Ar Condicionado;Brastemp;901,1;677,52;33;216.95;C;23.75;Nordeste;Loja Física;Não;2;12;21/12/2023;Consumidor Final;PIX;Fornecedora Gamma
312;Geladeira modelo 756;Geladeira;Electrolux;1362,69;1216,69;12;190.02;C;22.18;Sul;E-commerce;Não;4;36;28/04/2022;Consumidor Final;Cartão;Distribuidora Alfa
313;Secadora modelo 391;Secadora;Consul;1193,15;852,25;40;138.79;B;40.53;Nordeste;Loja Física;Sim;2;24;20/04/2022;Revendedor;Cartão;Distribuidora Alfa
314;Micro-ondas modelo 867;Micro-ondas;Whirlpool;1153,18;915,22;26;181.73;A;5.67;Sul;E-commerce;Sim;2;18;30/08/2022;Revendedor;Boleto;Distribuidora Beta
315;Micro-ondas modelo 516;Micro-ondas;Consul;488,39;390,71;25;139.68;D;94.35;Norte;E-commerce;Sim;5;36;28/12/2022;Revendedor;PIX;Distribuidora Epsilon
316;Fogão modelo 743;Fogão;Samsung;2780,85;1853,90;50;267.44;C;39.28;Norte;E-commerce;Sim;1;24;27/08/2022;Consumidor Final;Dinheiro;Distribuidora Epsilon
317;Secadora modelo 879;Secadora;Brastemp;1263,59;1052,99;20;403.22;A;61.3;Nordeste;Loja Física;Sim;1;12;11/03/2023;Consumidor Final;Boleto;Fornecedor Delta
318;Geladeira modelo 955;Geladeira;Whirlpool;1092,67;925,99;18;210.41;D;38.01;Centro-Oeste;E-commerce;Não;1;24;24/06/2023;Consumidor Final;Cartão;Distribuidora Beta
319;Máquina de Lavar modelo 747;Máquina de Lavar;Consul;1607,15;1461,05;10;83.49;A;86.34;Sul;Loja Física;Não;3;36;02/04/2022;Consumidor Final;Boleto;Distribuidora Epsilon
320;Secadora modelo 992;Secadora;Samsung;698,65;533,32;31;52.58;D;41.32;Centro-Oeste;E-commerce;Sim;1;12;17/02/2023;Consumidor Final;Boleto;Fornecedora Gamma
321;Geladeira modelo 419;Geladeira;LG;1305,21;1061,15;23;358.61;A;48.05;Sul;Loja Física;Sim;3;24;31/05/2023;Consumidor Final;Boleto;Fornecedor Delta
322;Ar Condicionado modelo 910;Ar Condicionado;LG;2118,03;1604,57;32;293.23;B;93.92;Sudeste;E-commerce;Sim;1;24;04/12/2022;Revendedor;Boleto;Distribuidora Alfa
323;Máquina de Lavar modelo 634;Máquina de Lavar;Samsung;1473,42;1037,62;42;414.31;C;35.61;Norte;E-commerce;Sim;5;18;03/01/2023;Revendedor;Boleto;Fornecedor Delta
324;Geladeira modelo 488;Geladeira;Brastemp;1787,17;1241,09;44;218.95;D;87.9;Centro-Oeste;E-commerce;Sim;1;12;22/09/2023;Revendedor;Cartão;Distribuidora Beta
325;Secadora modelo 839;Secadora;Samsung;785,59;553,23;42;273.27;A;34.84;Norte;E-commerce;Sim;5;24;21/01/2023;Revendedor;Dinheiro;Distribuidora Beta
326;Geladeira modelo 212;Geladeira;Electrolux;1940,64;1732,71;12;259.45;C;71.14;Sul;E-commerce;Sim;4;12;30/03/2022;Revendedor;Dinheiro;Distribuidora Epsilon
327;Micro-ondas modelo 156;Micro-ondas;Electrolux;1630,26;1405,40;16;69.86;A;52.97;Sul;Loja Física;Sim;3;12;05/10/2023;Revendedor;Dinheiro;Fornecedor Delta
328;Secadora modelo 631;Secadora;Brastemp;1186,98;841,83;41;136.52;B;86.76;Nordeste;Loja Física;Não;4;24;11/02/2022;Revendedor;Dinheiro;Distribuidora Beta
329;Secadora modelo 780;Secadora;Electrolux;541,8;401,33;35;328.25;D;99.43;Sudeste;E-commerce;Sim;3;36;20/08/2022;Revendedor;Boleto;Distribuidora Alfa
330;Máquina de Lavar modelo 783;Máquina de Lavar;LG;1198,69;1060,79;13;69.96;A;95.28;Nordeste;Loja Física;Não;1;36;26/08/2023;Consumidor Final;PIX;Distribuidora Alfa
331;Máquina de Lavar modelo 763;Máquina de Lavar;Consul;2670,27;1880,47;42;226.22;C;68.16;Sul;E-commerce;Sim;4;12;12/03/2022;Consumidor Final;PIX;Distribuidora Epsilon
332;Máquina de Lavar modelo 776;Máquina de Lavar;Electrolux;780,89;610,07;28;258.66;C;46.16;Nordeste;Loja Física;Sim;1;24;16/03/2023;Consumidor Final;Cartão;Distribuidora Alfa
333;Micro-ondas modelo 857;Micro-ondas;LG;2464,11;1866,75;32;250.15;D;48.18;Centro-Oeste;Loja Física;Não;4;18;15/10/2022;Revendedor;Cartão;Fornecedor Delta
334;Secadora modelo 816;Secadora;Whirlpool;1708,58;1170,26;46;105.67;A;56.11;Nordeste;Loja Física;Sim;4;12;03/11/2023;Consumidor Final;PIX;Fornecedora Gamma
335;Ar Condicionado modelo 934;Ar Condicionado;Samsung;2047,72;1861,56;10;158.49;B;38.6;Nordeste;E-commerce;Não;5;24;20/12/2022;Consumidor Final;Boleto;Distribuidora Epsilon
336;Ar Condicionado modelo 980;Ar Condicionado;Philco;1921,71;1281,14;50;395.76;D;63.18;Nordeste;Loja Física;Sim;4;24;28/10/2022;Consumidor Final;Boleto;Fornecedora Gamma
337;Geladeira modelo 487;Geladeira;Brastemp;429,86;377,07;14;428.85;B;93.01;Nordeste;Loja Física;Não;5;24;22/04/2022;Consumidor Final;Boleto;Fornecedora Gamma
338;Geladeira modelo 299;Geladeira;Electrolux;978,55;865,97;13;329.5;C;51.61;Centro-Oeste;E-commerce;Sim;2;18;21/01/2023;Consumidor Final;Cartão;Distribuidora Epsilon
339;Fogão modelo 541;Fogão;Consul;254,84;225,52;13;398.88;D;75.07;Nordeste;Loja Física;Não;5;24;13/08/2023;Revendedor;Dinheiro;Distribuidora Epsilon
340;Geladeira modelo 811;Geladeira;Electrolux;396,98;339,30;17;93.75;C;24.44;Nordeste;E-commerce;Não;4;12;13/04/2023;Revendedor;Cartão;Distribuidora Epsilon
341;Ar Condicionado modelo 415;Ar Condicionado;Philco;2007,39;1593,17;26;55.67;A;68.65;Centro-Oeste;E-commerce;Sim;4;12;15/01/2023;Consumidor Final;Boleto;Fornecedor Delta
342;Máquina de Lavar modelo 735;Máquina de Lavar;Consul;1589,02;1241,42;28;158.55;A;29.21;Norte;Loja Física;Sim;2;36;01/03/2022;Revendedor;Dinheiro;Distribuidora Beta
343;Geladeira modelo 692;Geladeira;Samsung;283,06;255,01;11;452.42;D;84.95;Norte;Loja Física;Não;1;12;30/05/2022;Revendedor;PIX;Fornecedor Delta
344;Fogão modelo 892;Fogão;Brastemp;1152,71;847,58;36;392.2;D;66.42;Centro-Oeste;E-commerce;Sim;5;24;29/03/2023;Revendedor;Boleto;Distribuidora Alfa
345;Geladeira modelo 972;Geladeira;Electrolux;2357,99;1827,90;29;50.48;C;26.14;Norte;Loja Física;Sim;4;24;25/02/2022;Consumidor Final;Boleto;Distribuidora Alfa
346;Máquina de Lavar modelo 530;Máquina de Lavar;Brastemp;1441,78;1022,54;41;152.66;C;16.47;Sul;Loja Física;Não;3;12;07/12/2022;Revendedor;PIX;Distribuidora Epsilon
347;Máquina de Lavar modelo 329;Máquina de Lavar;Samsung;256,83;217,65;18;278.4;A;90.98;Norte;E-commerce;Não;4;12;01/04/2023;Consumidor Final;PIX;Distribuidora Beta
348;Fogão modelo 563;Fogão;Whirlpool;1392,95;1071,50;30;294.19;C;29.15;Centro-Oeste;E-commerce;Não;2;12;28/03/2022;Revendedor;Dinheiro;Distribuidora Beta
349;Ar Condicionado modelo 592;Ar Condicionado;Philco;930,34;664,53;40;180.41;A;84.08;Sudeste;E-commerce;Não;4;18;11/03/2023;Revendedor;Boleto;Fornecedora Gamma
350;Micro-ondas modelo 147;Micro-ondas;Consul;1161,9;785,07;48;289.48;A;49.89;Sul;E-commerce;Sim;1;36;20/01/2022;Consumidor Final;PIX;Fornecedora Gamma
351;Fogão modelo 689;Fogão;Samsung;470,76;416,60;13;95.41;B;33.2;Norte;Loja Física;Sim;5;36;07/12/2023;Revendedor;Boleto;Fornecedora Gamma
352;Geladeira modelo 768;Geladeira;LG;2108,25;1585,15;33;486.14;C;28.14;Sudeste;E-commerce;Não;1;12;14/10/2022;Consumidor Final;Boleto;Distribuidora Epsilon
353;Fogão modelo 530;Fogão;Samsung;2307,26;1613,47;43;408.9;C;25.67;Norte;E-commerce;Não;5;24;27/12/2022;Revendedor;Dinheiro;Fornecedor Delta
354;Ar Condicionado modelo 619;Ar Condicionado;Philco;411,57;283,84;45;324.81;D;95.16;Sul;Loja Física;Não;5;12;22/10/2022;Revendedor;Boleto;Distribuidora Epsilon
355;Micro-ondas modelo 101;Micro-ondas;Whirlpool;531,12;399,34;33;133.22;B;29.41;Nordeste;Loja Física;Sim;2;24;24/01/2023;Revendedor;Boleto;Fornecedor Delta
356;Ar Condicionado modelo 706;Ar Condicionado;Consul;1389,89;951,98;46;385.34;D;22.63;Norte;Loja Física;Não;1;24;10/08/2022;Revendedor;Cartão;Distribuidora Beta
357;Micro-ondas modelo 942;Micro-ondas;Philco;2279,29;1948,11;17;157.44;C;31.73;Centro-Oeste;E-commerce;Não;1;36;16/08/2023;Consumidor Final;PIX;Fornecedora Gamma
358;Ar Condicionado modelo 974;Ar Condicionado;Consul;760,73;623,55;22;229.47;D;37.58;Norte;E-commerce;Sim;2;12;25/12/2022;Consumidor Final;PIX;Fornecedor Delta
359;Secadora modelo 187;Secadora;Philco;1945,88;1452,15;34;450.25;A;60.55;Nordeste;E-commerce;Sim;2;36;15/09/2022;Revendedor;Dinheiro;Distribuidora Alfa
360;Geladeira modelo 921;Geladeira;Whirlpool;1435,69;976,66;47;209.43;B;17.18;Centro-Oeste;Loja Física;Não;1;36;23/09/2022;Consumidor Final;Dinheiro;Fornecedor Delta
361;Ar Condicionado modelo 132;Ar Condicionado;Consul;1629,27;1147,37;42;77.2;B;92.1;Norte;E-commerce;Sim;3;18;30/05/2022;Consumidor Final;Dinheiro;Fornecedora Gamma
362;Micro-ondas modelo 145;Micro-ondas;Brastemp;1335,85;1122,56;19;319.15;B;10.38;Centro-Oeste;E-commerce;Não;2;24;01/07/2023;Consumidor Final;Cartão;Fornecedor Delta
363;Secadora modelo 102;Secadora;Consul;1879,27;1361,79;38;60.28;C;68.56;Centro-Oeste;E-commerce;Sim;4;36;04/02/2023;Revendedor;Cartão;Fornecedora Gamma
364;Secadora modelo 167;Secadora;Samsung;816,05;728,62;12;379.98;B;57.08;Sudeste;E-commerce;Não;4;18;20/09/2023;Revendedor;Boleto;Distribuidora Epsilon
365;Máquina de Lavar modelo 960;Máquina de Lavar;Whirlpool;1542,3;1117,61;38;192.27;B;73.46;Sudeste;E-commerce;Não;2;18;04/06/2022;Consumidor Final;Dinheiro;Distribuidora Beta
366;Micro-ondas modelo 679;Micro-ondas;LG;2073,29;1851,15;12;138.36;B;11.96;Sudeste;E-commerce;Sim;3;18;28/06/2022;Consumidor Final;Dinheiro;Distribuidora Epsilon
367;Micro-ondas modelo 553;Micro-ondas;Samsung;1666,24;1216,23;37;315.64;C;18.38;Norte;E-commerce;Não;2;36;23/12/2022;Consumidor Final;PIX;Fornecedora Gamma
368;Geladeira modelo 218;Geladeira;Brastemp;2748,27;1991,50;38;167.43;C;84.94;Norte;Loja Física;Sim;3;36;16/04/2023;Revendedor;Dinheiro;Distribuidora Alfa
369;Micro-ondas modelo 794;Micro-ondas;Electrolux;250,44;227,67;10;448.63;C;97.94;Sudeste;E-commerce;Não;4;18;30/04/2022;Revendedor;Cartão;Fornecedora Gamma
370;Geladeira modelo 410;Geladeira;LG;1602,79;1405,96;14;290.44;C;15.52;Nordeste;Loja Física;Sim;3;36;06/02/2022;Consumidor Final;Boleto;Fornecedor Delta
371;Secadora modelo 147;Secadora;Consul;933,03;647,94;44;127.66;A;81.05;Sudeste;E-commerce;Não;5;18;19/03/2023;Revendedor;Dinheiro;Fornecedor Delta
372;Geladeira modelo 559;Geladeira;Philco;1413,92;1262,43;12;439.64;C;54.14;Nordeste;E-commerce;Sim;1;18;16/02/2022;Revendedor;Dinheiro;Fornecedora Gamma
373;Micro-ondas modelo 917;Micro-ondas;Whirlpool;2918,94;1972,26;48;168.24;A;89.97;Centro-Oeste;Loja Física;Sim;4;36;04/08/2022;Revendedor;PIX;Distribuidora Alfa
374;Fogão modelo 923;Fogão;Consul;2051,59;1681,63;22;167.85;B;45.84;Norte;E-commerce;Sim;2;18;16/08/2022;Consumidor Final;Cartão;Fornecedora Gamma
375;Máquina de Lavar modelo 375;Máquina de Lavar;Samsung;1423,97;1009,91;41;335.03;A;39.85;Sul;Loja Física;Sim;3;36;09/10/2022;Revendedor;Cartão;Distribuidora Epsilon
376;Fogão modelo 695;Fogão;Brastemp;943,65;754,92;25;113.94;B;32.89;Sudeste;E-commerce;Sim;3;18;13/12/2023;Revendedor;Boleto;Distribuidora Epsilon
377;Fogão modelo 840;Fogão;Electrolux;1503,74;1222,55;23;166.87;C;74.42;Centro-Oeste;E-commerce;Sim;3;36;11/05/2022;Consumidor Final;PIX;Fornecedor Delta
378;Secadora modelo 146;Secadora;Philco;1673,61;1481,07;13;350.68;B;99.24;Centro-Oeste;Loja Física;Não;1;18;24/02/2023;Revendedor;Cartão;Fornecedor Delta
379;Micro-ondas modelo 619;Micro-ondas;Whirlpool;2477,91;1757,38;41;343.37;A;21.29;Centro-Oeste;E-commerce;Não;2;18;07/03/2023;Consumidor Final;Dinheiro;Distribuidora Alfa
380;Secadora modelo 846;Secadora;LG;992,52;735,20;35;90.04;A;51.4;Centro-Oeste;Loja Física;Não;3;12;28/12/2023;Consumidor Final;Boleto;Fornecedor Delta
381;Máquina de Lavar modelo 309;Máquina de Lavar;LG;382,51;275,19;39;151.93;C;75.23;Nordeste;E-commerce;Sim;4;36;18/01/2022;Revendedor;Dinheiro;Distribuidora Epsilon
382;Máquina de Lavar modelo 738;Máquina de Lavar;Philco;1763,67;1175,78;50;110.51;A;56.04;Norte;E-commerce;Sim;2;18;02/07/2022;Consumidor Final;PIX;Distribuidora Epsilon
383;Fogão modelo 689;Fogão;Samsung;802,02;662,83;21;162.45;C;81.47;Norte;E-commerce;Não;4;36;14/12/2023;Consumidor Final;PIX;Distribuidora Alfa
384;Geladeira modelo 410;Geladeira;Brastemp;730,85;545,41;34;297.89;D;93.53;Sudeste;E-commerce;Não;2;36;05/06/2022;Consumidor Final;Boleto;Distribuidora Beta
385;Máquina de Lavar modelo 447;Máquina de Lavar;Electrolux;306,03;225,02;36;455.34;C;76.46;Sul;E-commerce;Não;3;12;11/06/2023;Revendedor;Dinheiro;Fornecedor Delta
386;Fogão modelo 940;Fogão;Whirlpool;2605,38;1760,39;48;89.08;C;10.87;Nordeste;Loja Física;Não;1;24;25/06/2022;Revendedor;PIX;Distribuidora Epsilon
387;Geladeira modelo 371;Geladeira;LG;1976,77;1594,17;24;112.98;B;29.36;Nordeste;Loja Física;Sim;2;12;13/11/2023;Revendedor;Dinheiro;Distribuidora Epsilon
388;Fogão modelo 311;Fogão;Whirlpool;2445,79;1785,25;37;157.03;C;59.86;Norte;E-commerce;Sim;2;18;10/11/2022;Revendedor;Boleto;Distribuidora Alfa
389;Secadora modelo 692;Secadora;Samsung;2448,89;1700,62;44;355.47;A;97.69;Sul;E-commerce;Sim;1;18;31/05/2022;Consumidor Final;Dinheiro;Distribuidora Epsilon
390;Ar Condicionado modelo 963;Ar Condicionado;Whirlpool;562,39;502,13;12;309.7;B;77.78;Centro-Oeste;E-commerce;Não;3;18;22/04/2022;Revendedor;PIX;Distribuidora Epsilon
391;Geladeira modelo 490;Geladeira;Electrolux;1914,82;1302,60;47;63.75;C;58.35;Nordeste;Loja Física;Sim;2;12;28/04/2022;Consumidor Final;Dinheiro;Fornecedor Delta
392;Fogão modelo 492;Fogão;Whirlpool;1327,26;1028,88;29;391.94;C;17.06;Norte;Loja Física;Sim;1;12;18/11/2023;Consumidor Final;Cartão;Fornecedora Gamma
393;Máquina de Lavar modelo 531;Máquina de Lavar;Electrolux;2327,16;1955,60;19;455.62;D;43.16;Sul;E-commerce;Não;3;24;23/01/2023;Consumidor Final;Boleto;Distribuidora Epsilon
394;Micro-ondas modelo 549;Micro-ondas;Consul;1292,31;971,66;33;427.94;B;75.13;Centro-Oeste;Loja Física;Sim;3;18;03/05/2022;Revendedor;PIX;Fornecedor Delta
395;Secadora modelo 746;Secadora;Consul;642,78;518,37;24;65.16;B;60.03;Sudeste;Loja Física;Sim;2;18;18/09/2022;Revendedor;PIX;Distribuidora Epsilon
396;Máquina de Lavar modelo 807;Máquina de Lavar;Consul;713,86;626,19;14;354.94;D;69.41;Sudeste;Loja Física;Sim;4;36;19/11/2023;Consumidor Final;Boleto;Fornecedor Delta
397;Geladeira modelo 783;Geladeira;Philco;1006,7;768,47;31;344.2;C;26.91;Sul;Loja Física;Sim;5;36;25/11/2022;Consumidor Final;Dinheiro;Fornecedora Gamma
398;Fogão modelo 668;Fogão;Brastemp;1901,81;1497,49;27;376.06;A;27.82;Sudeste;E-commerce;Sim;4;18;21/11/2023;Consumidor Final;Dinheiro;Fornecedora Gamma
399;Geladeira modelo 583;Geladeira;LG;1414,06;1017,31;39;64.04;C;63.02;Nordeste;E-commerce;Sim;5;36;08/03/2022;Consumidor Final;Dinheiro;Distribuidora Alfa
400;Máquina de Lavar modelo 347;Máquina de Lavar;Consul;941,86;753,49;25;290.24;C;13.75;Sul;Loja Física;Sim;3;18;09/11/2023;Consumidor Final;Dinheiro;Distribuidora Epsilon
401;Secadora modelo 706;Secadora;LG;2229,59;1627,44;37;178.39;B;65.29;Norte;E-commerce;Sim;4;12;12/05/2022;Revendedor;Cartão;Fornecedora Gamma
402;Geladeira modelo 765;Geladeira;Electrolux;1947,54;1298,36;50;89.32;D;15.66;Norte;Loja Física;Sim;1;12;29/12/2023;Consumidor Final;Cartão;Distribuidora Beta
403;Fogão modelo 469;Fogão;Samsung;1834,99;1231,54;49;429.21;A;10.89;Sul;E-commerce;Sim;2;18;09/03/2023;Consumidor Final;Boleto;Distribuidora Alfa
404;Máquina de Lavar modelo 842;Máquina de Lavar;Brastemp;2085,47;1616,64;29;212.96;C;17.04;Sudeste;Loja Física;Não;4;24;22/10/2023;Consumidor Final;Boleto;Fornecedora Gamma
405;Geladeira modelo 868;Geladeira;Brastemp;1561,23;1345,89;16;348.91;C;40.1;Sul;Loja Física;Não;2;12;28/11/2022;Consumidor Final;PIX;Fornecedor Delta
406;Máquina de Lavar modelo 353;Máquina de Lavar;Consul;1176,51;898,10;31;319.14;C;60.13;Centro-Oeste;E-commerce;Não;1;18;04/08/2023;Revendedor;Dinheiro;Distribuidora Epsilon
407;Máquina de Lavar modelo 124;Máquina de Lavar;Samsung;2093,99;1688,70;24;203.87;A;23.36;Norte;E-commerce;Não;4;24;26/10/2023;Consumidor Final;Boleto;Distribuidora Alfa
408;Micro-ondas modelo 669;Micro-ondas;Brastemp;990,26;767,64;29;322.81;B;92.65;Nordeste;Loja Física;Não;5;36;23/01/2022;Revendedor;Boleto;Fornecedor Delta
409;Máquina de Lavar modelo 875;Máquina de Lavar;LG;1101,83;739,48;49;426.96;D;35.66;Sul;Loja Física;Sim;3;24;17/02/2023;Consumidor Final;Cartão;Distribuidora Alfa
410;Ar Condicionado modelo 323;Ar Condicionado;Brastemp;950,55;720,11;32;142.83;D;83.49;Nordeste;E-commerce;Sim;3;18;09/08/2023;Revendedor;PIX;Distribuidora Alfa
411;Ar Condicionado modelo 552;Ar Condicionado;Samsung;2273,74;1848,57;23;169.43;D;84.05;Nordeste;E-commerce;Não;1;24;13/12/2022;Revendedor;Boleto;Fornecedor Delta
412;Geladeira modelo 233;Geladeira;Brastemp;2278,34;1930,80;18;334.4;A;50.31;Sul;E-commerce;Sim;5;12;04/09/2023;Consumidor Final;PIX;Fornecedor Delta
413;Máquina de Lavar modelo 607;Máquina de Lavar;LG;1636,64;1461,29;12;103.95;B;39.23;Sudeste;E-commerce;Não;4;36;08/10/2022;Revendedor;PIX;Fornecedora Gamma
414;Geladeira modelo 107;Geladeira;LG;1174,96;979,13;20;373.84;B;71.76;Nordeste;E-commerce;Sim;3;36;23/10/2022;Consumidor Final;Cartão;Distribuidora Beta
415;Ar Condicionado modelo 691;Ar Condicionado;Consul;2557;1880,15;36;397.68;B;65.61;Sudeste;E-commerce;Não;3;12;10/08/2022;Revendedor;Dinheiro;Fornecedora Gamma
416;Fogão modelo 648;Fogão;Consul;2545,86;1792,86;42;190.0;A;7.01;Sul;Loja Física;Não;3;12;05/02/2022;Consumidor Final;PIX;Fornecedor Delta
417;Ar Condicionado modelo 663;Ar Condicionado;Whirlpool;1498,85;1362,59;10;132.46;D;69.58;Norte;E-commerce;Sim;1;36;31/05/2023;Consumidor Final;PIX;Fornecedora Gamma
418;Geladeira modelo 825;Geladeira;Samsung;995,08;710,77;40;148.99;C;93.66;Centro-Oeste;E-commerce;Sim;1;18;24/06/2022;Consumidor Final;Dinheiro;Distribuidora Alfa
419;Geladeira modelo 391;Geladeira;Whirlpool;860,87;761,83;13;265.54;A;26.18;Sudeste;E-commerce;Não;1;12;12/04/2022;Consumidor Final;Boleto;Fornecedor Delta
420;Secadora modelo 345;Secadora;Whirlpool;1499,81;1144,89;31;476.47;B;41.66;Sudeste;Loja Física;Não;4;36;15/08/2022;Consumidor Final;PIX;Distribuidora Epsilon
421;Micro-ondas modelo 317;Micro-ondas;LG;592,92;439,20;35;290.99;C;30.84;Nordeste;Loja Física;Sim;2;18;05/01/2023;Consumidor Final;PIX;Distribuidora Beta
422;Micro-ondas modelo 504;Micro-ondas;Samsung;446;316,31;41;438.57;A;77.55;Centro-Oeste;Loja Física;Não;2;24;03/02/2022;Revendedor;Cartão;Distribuidora Alfa
423;Geladeira modelo 303;Geladeira;Electrolux;774,35;604,96;28;226.31;C;21.72;Norte;Loja Física;Não;3;12;22/02/2023;Consumidor Final;Dinheiro;Distribuidora Alfa
424;Geladeira modelo 247;Geladeira;Consul;1139,35;808,05;41;76.25;A;5.31;Norte;Loja Física;Sim;3;24;18/01/2023;Revendedor;Cartão;Distribuidora Beta
425;Fogão modelo 472;Fogão;LG;1278,61;1031,14;24;388.73;C;99.07;Sul;Loja Física;Não;3;18;08/09/2022;Revendedor;Dinheiro;Distribuidora Alfa
426;Ar Condicionado modelo 946;Ar Condicionado;Samsung;1388,07;1028,20;35;147.46;A;18.63;Sudeste;Loja Física;Sim;3;24;22/01/2022;Consumidor Final;Cartão;Distribuidora Beta
427;Micro-ondas modelo 787;Micro-ondas;Consul;1443,09;968,52;49;461.88;D;67.9;Sul;E-commerce;Sim;3;12;10/06/2023;Consumidor Final;Cartão;Distribuidora Beta
428;Geladeira modelo 770;Geladeira;Brastemp;2436,33;1996,99;22;151.79;B;43.99;Centro-Oeste;Loja Física;Sim;2;24;23/02/2023;Revendedor;PIX;Fornecedora Gamma
